Company,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,State
CMP11,-0.2933,0.169431,0.03854,0.14482,0.024602,-0.06909,0.0362,0.59212,0.39136,0.092267,0.0073,-1.5907,-0.03853,0.2097,0.14311,0.23713,0.64793,-0.011074,-0.096631,-0.028891,0.15532,2.6336,0.056651,0.0764,414.14,0.261,0.44752,0.42499,-0.037856,0.10567,0.3365,-0.4845,0.07742,0.6404,-63.96,0.18513,-0.06886,-0.061599,1.70865,-0.01159,0.40483,1.62368,0.3851,2.25185,-0.06947,0.29954,0.2097,183.74,0.2785,-0.0567,0.7242,0.21809,0.004169,84.031,0.904579,-0.08306,0.154438,0.007433,0.056347,0,0.2925,-8.276,11.0508,0.898,90.068,-3.963,-1,331.4,-364.7604,-0.2,-36.897,-4,0,21.653,4.24,4.092,1,0,0.2,0,0.183792,1,1,DISTRESS
CMP12,0.041930952,-0.010099393,-0.030709881,-0.077386905,-0.01635356,0.024755226,0.076698929,-0.003124536,-0.120747262,0.021210762,0.001841548,-32.59085357,0.030709881,-0.733545238,-3.813141667,-0.007744726,0.077722619,-0.010613219,0.003595167,-0.011965618,-0.091654762,0.505238095,-0.00016369,-0.022913929,-224.1452381,0.097833333,-3.187392857,-0.032896655,-0.00779656,0.044684524,0.889153571,0.060423571,0.007675119,0.088052381,19.63838095,-0.011948738,-0.074486714,-0.006430958,-0.054091226,-0.00866294,-1.282480952,-0.164049286,0.684285714,0.004883929,0.026620714,-0.008121214,-0.731630952,215.425,-0.659071429,0.000164048,0.029595238,-0.006033595,-0.009349048,70.91869048,-0.072238381,-0.044454286,-0.104384238,-0.002080865,-0.003032636,-0.009493214,-0.926642937,-1.811676786,-1.362768571,-2.478964286,-6.614507143,-1.151369048,-0.153571429,269.6630952,-26.93706548,0.298809524,-5.208121429,-0.095238095,-1.380952381,-3.570928571,6.567857143,5.441369048,-0.013892857,-0.702380952,-1.001190476,0,0.165882619,1,1,DISTRESS
CMP13,-0.275707714,0.00550735,0.068365143,-0.054195429,0.0219366,-0.091293714,-0.230635143,0.012797919,0.063467032,0.003621254,-0.081892286,-481.6821314,-0.068365143,0.523261429,1.675508571,0.034063857,-0.33392,-0.010127029,0.005187214,-0.0286022,0.173637143,-0.937105714,0.035304314,0.0094,391.16764,0.2318,-24.28278286,0.027074743,0.058965257,-0.073535143,-7.382062857,-0.061089143,-0.057351714,-0.215365714,0.121517143,0.040667004,0.297687429,-0.008439229,0.015848714,0.098544286,0.280522857,-7.970509286,-0.573694286,-0.057825323,-0.191184429,-0.0141268,0.524457143,266.8342857,0.225572857,-0.035301143,0.167428571,0.035178114,0.021527943,179.85,0.112136143,-0.003150857,-0.121771714,0.000476629,-7.88571E-07,0.025034657,-0.193077143,-0.541834286,-1.356051429,-3.300542857,-15.75264571,0.919257143,-0.337142857,280.9942857,-58.31973714,-0.082857143,-7.773671429,0.171428571,-1.485714286,-8.679742857,4.906857143,4.471657143,-0.195228571,-0.714285714,-0.631428571,0,0.332211714,1,1,DISTRESS
CMP14,-0.274747,-0.03381381,0.084435,-0.199454,-0.02575214,-0.1416194,-0.12029,-0.0277415,-0.0789312,-0.03039428,-0.077564,-1.157315,-0.084436,2.28665,0.37247,-0.0167644,-0.25896,-0.0049801,0.0081338,-0.0184038,-0.178154,-1.152549,-0.0271728,0.064053,-234.1434,0.4432,-5.04879,-0.0040312,0.0203816,-0.037345,-13.82127,0.034065,-0.004192,-0.36451,-3.3148,-0.04606358,0.578194,0.0083963,0.0092988,0.079588,0.40193,-0.171783,-0.44924,-0.15480982,-0.937549,-0.06275482,2.34118,-459.77,1.708434,0.027173,0.1628,-0.0137837,-0.0435616,59.832,-0.1109108,-0.036706,-0.420233,0.00176724,0.00189518,-0.0370643,-0.58828,-1.63823,-1.09028,-4.77357,-20.84056,2.6851,-0.33,318.87,-83.66596,-1.3,-4.9788,0.4,-1.3,-10.3546,4.341,4.1623,-0.0833,-0.4,0.9,0,-0.1863758,1,1,DISTRESS
CMP15,-0.065685,-0.03202794,0.050298,0.017063833,-0.032800787,-0.0262098,0.006048167,-0.038969487,-0.1045655,-0.03570035,0.018371167,-13.11764017,-0.050298,0.899728333,-0.559861667,-0.04045178,0.158785,-0.01358672,0.008148688,-0.031167972,-0.003818,0.75206,-0.04691555,0.0445805,-206.4923333,0.098433333,2.597436667,-0.01365155,0.00571685,0.028301333,-1.734136667,0.0251575,-0.000633,0.078458333,15.16993333,-0.04205548,0.1051255,-0.017570282,-0.0065018,-0.0165888,0.909313333,-0.090025358,-0.126986333,-0.157170967,0.025254667,-0.056675053,0.901836667,-341.4176667,0.794602,0.0469155,0.1165,-0.0474948,-0.037836967,45.061,0.005155148,-0.008290333,-0.042952003,0.02010322,0.023882043,-0.028039667,-0.561058505,-1.154467333,-0.630399,-2.071773333,-0.466363333,-1.02565,0.038333333,292.7183333,-19.26763333,0.006666667,-4.808583333,0.066666667,-1.3,-1.731466667,6.993833333,5.897716667,-0.011116667,-0.566666667,-0.573333333,0,-0.229930333,1,1,DISTRESS
CMP16,0.013852571,-0.009755771,-0.0156,0.015285429,-0.0068706,0.011144057,0.006832571,-0.015710229,-0.066203143,-0.006893486,0.004623143,-0.234534286,0.0156,-0.386722857,2.802511429,-0.012791429,0.044331429,-0.002281917,0.009643429,-0.002450231,0.017311429,0.02836,-0.005544,-0.006521143,-92.14428571,0.150285714,-0.677828571,-0.050088286,-0.009078371,0.001125429,-1.111437143,-0.010951143,0.009301714,0.02862,-30.75705714,-0.015508114,-0.080483429,-0.004116717,-0.030592371,0.001353714,-0.182057143,-0.278864286,0.042364286,-0.033795286,0.103098857,-0.010939743,-0.423451429,70.26857143,-0.306222857,0.005544,0.173085714,-0.009774714,-0.001306857,43.87,-0.1366804,0.002600286,-0.05424514,0.00039337,0.000662631,-0.024162886,-0.193077143,-0.541834286,-1.356051429,-3.300542857,-15.75264571,0.919257143,-0.337142857,280.9942857,-58.31973714,-0.082857143,-7.773671429,0.171428571,-1.485714286,-8.679742857,4.906857143,4.471657143,-0.195228571,-0.714285714,-0.631428571,0,-0.057952486,1,1,DISTRESS
CMP17,0.01402,-0.023771095,0.00643,-0.16956,-0.068073,0.010295,0.08718,-0.02222771,-0.343917,-0.006029,0.0287,-1.7619,-0.006426,1.647,-1.1293,-0.077744,-0.1184,0.0159565,0.0265705,0.0163955,-0.25663,0.02455,-0.0692295,0.0184,-377.8125,0.339,0.7627,-0.236775,-0.01197455,0.087645,-0.14515,0.183455,0.01292,-0.2938,18.147,-0.03122754,-0.15981,0.028247,-1.18501,-0.034,-1.242,-0.347865,0.03323,-0.1131437,-0.04455,-0.02553682,1.7475,-108.84,1.807,0.06922,0.149,-0.077326,-0.063392,414.65,-0.40689,-0.0258,-0.000505,-0.0054829,-0.007693975,-0.0475875,-1.7434,-4.17985,-1.0582,-3.98845,-14.12265,0.079,-1.25,377.8,-176.502,-0.3,-20.388,-2,-0.5,17.7165,4.5,4.5855,0.5,-0.5,-0.2,0,-0.0944,1,1,DISTRESS
CMP18,-0.015385231,-0.014299271,0.018589187,-0.003373187,-0.010455119,-0.016900862,-0.009689143,-0.015470171,-0.035547376,-0.000604235,0.005324857,-1.106174066,-0.018589262,0.80993978,-0.034517143,-0.010979934,-0.04996022,0.000522009,0.007421767,-0.000620521,-0.029954286,0.004517802,-0.012093011,0.022225868,-53.95568571,0.270426374,0.499438681,-0.017591846,-0.003636312,0.000396,-0.354324176,0.001183736,0.008403253,-0.148412967,0.303356044,-0.033448854,0.088671596,0.000691266,-0.019110725,-0.002086264,0.696338901,-0.048225837,-0.035772725,-0.027572123,-0.307803121,-0.020433762,0.909243736,13.53736264,0.721301758,0.012093011,0.266595604,-0.010936396,-0.011970132,300.1136923,-0.040848587,0.006988703,-0.006843604,0.001559946,0.001724855,0.00136056,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.016823213,1,1,HEALHTY
CMP19,0.033860681,-0.003487823,-0.001619846,0.018242835,-0.00186051,0.022198432,0.005212703,-0.003668569,-0.015859488,0.006318758,0.010504484,-0.109471121,0.001619846,-0.03350044,0.983954286,-0.003234215,-0.025629231,-0.001991479,0.003737284,-0.000964976,-0.000343516,0.245918462,-0.005899429,-0.011694198,-10.30717802,0.239907692,2.02115011,0.001979602,0.010074079,-0.001707187,0.745307253,-0.005330923,-0.013812615,-0.061342637,-1.293939121,-0.006816619,0.037600169,-0.002752316,0.005092622,-0.009559165,0.044145934,-0.07137902,0.046015495,-0.0071768,0.094032916,-0.004512331,-0.007463516,77.09912088,-0.071101099,0.005899429,0.256494505,-0.005554721,-0.002424484,322.2238242,-0.026912044,0.010342176,0.005093974,0.000571051,0.000651264,0.001601262,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.058304152,1,1,HEALHTY
CMP20,0.038510901,0.001740024,-0.016463626,0.026627429,0.001047965,0.016686656,0.038637538,0.000789059,-0.002695734,0.00137819,0.004925495,0.077223727,0.016463626,-0.169053538,0.137158901,-0.000420901,0.529668791,0.00236611,-0.001435077,0.004695839,0.028187253,0.196501758,-0.008127143,-0.011761121,-4.337824176,0.152437363,30.99317253,0.024986602,-0.004701969,0.009274154,-0.048100879,0.000635604,0.005011209,0.575080879,-4.89807033,0.001681029,-0.028307376,0.001279156,0.010809569,-0.004302901,-0.095093407,0.070612689,0.110812593,0.014450345,0.028870605,0.005539705,-0.17518567,37.80982418,-0.140744352,0.008127143,0.17107033,-0.000989295,-0.005515143,108.8835143,0.033377521,-0.004425343,-0.003345678,0.002000031,0.002394522,-0.009743769,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.001399538,1,1,HEALHTY
CMP21,-0.033857209,-0.000263018,0.007267385,-0.022578593,-0.00478071,-0.026597457,-0.012019165,-0.004123684,-0.030024457,0.000893382,-0.016625121,-0.001309604,-0.007267376,0.753788791,-0.010216791,-0.014343169,0.059203077,-0.001558494,0.014838622,-0.002278217,-0.008933363,-0.193758901,-0.000465714,0.009972088,45.21613473,0.201756044,-1.10706967,0.002576727,-0.002704996,-0.003004484,-0.208167692,0.047022044,0.003620418,0.072189451,15.24437363,0.000284593,0.009190338,-0.001669394,-0.001220743,0.00069756,0.141077363,-11.79117929,-0.10647433,0.015536798,-0.229408791,-0.000278912,0.774955824,136.4767253,0.744603736,0.000465714,0.160065934,-0.013919319,-0.004406824,198.8988352,-0.02691978,-0.016484879,0.047264811,-0.001274975,-0.005904906,-0.013635802,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.102845473,1,1,DISTRESS
CMP22,-0.004254505,-0.005300488,0.002066989,-0.020650374,-0.006999266,-0.001275077,-0.030461956,-0.003087807,-0.014460088,0.008588312,-0.001240967,-3.277893407,-0.002066989,0.012232527,0.020012308,-0.005592851,-0.142998352,-0.002535396,0.001762565,-0.004215004,-0.023031275,-1.436099341,-0.004190681,3.41538E-05,-10.14463736,0.116958242,-0.10162022,0.002956972,0.002032813,-0.018447231,-0.940264176,-0.009576374,-0.002327516,-0.186564396,0.184778022,-0.006129974,0.008471769,-0.002054776,0.003180433,0.005305525,-0.056162857,0.029067401,-0.426494505,-0.217038264,0.003306308,-0.008793248,0.019534286,109.0872527,0.003761319,0.004190681,0.090872527,-0.005689286,-0.007583629,155.3145275,0.007783765,0.019619253,0.030387727,0.002433681,0.002582468,0.001828582,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.16219589,1,1,HEALHTY
CMP23,0.020516703,-0.007624374,0.002708703,-0.00677033,-0.012008659,0.012656119,0.028978198,-0.021327077,-0.014547912,0.019179033,0.01556844,-0.965831429,-0.002708703,0.01323422,0.008608374,-0.028214484,-582.2894712,0.003897367,0.006326464,0.006279094,-0.020799582,-0.645395165,-0.013977758,0.002912242,498.1506813,0.184527473,-0.212400879,0.018787012,-0.000203135,0.020253363,-582.8252292,0.041962484,0.000437495,-818.483787,-7.249318681,-0.018630593,-0.000360818,0.0074356,-0.04569982,-0.002771208,-0.013677209,0.016964389,-2.082254286,-1.882298901,0.032921912,-0.016476549,0.013260659,835.3692308,0.013594945,0.013977758,0.176224176,-0.029854505,-0.012927965,135.8130989,0.006337685,-0.00435716,-0.518686266,0.000150481,-0.000924188,0.003372281,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.778235099,1,1,HEALHTY
CMP24,0.131443077,-0.000543095,-0.020815297,-0.021760527,-0.001126615,0.028283099,0.027315451,0.006566769,-0.013607736,0.022366149,0.005199319,-0.037348132,0.020815297,-0.086308835,0.154723077,0.007809055,-0.061177275,-0.00097516,0.001262545,0.001606945,-0.029623604,0.608079121,0.007524352,-0.023083736,-16.46841758,0.130736264,-0.177433516,-0.005418032,0.002268626,-0.00479567,-7166.026956,0.004682505,-0.009863187,-0.074507429,-3.70947033,-0.001670286,0.000223187,0.000357097,-0.004430387,-0.008111209,-0.105883055,0.014104011,0.974638022,0.189489011,0.021697538,0.01256833,-0.088813912,54.2621978,-0.086529692,-0.007524352,0.09781978,0.006438176,-0.002048022,105.7549011,0.007502391,0.012043626,-0.02169668,0.00602543,0.008341103,0.002350264,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.083045385,1,1,HEALHTY
CMP25,0.0051,-0.088853,0.00528,-0.33746,-0.1229417,0.006345,-0.10247,-0.084998,-0.42573,-0.029167,0.03576,-3.460372,-0.00528,0.1227,0.5878,-0.1084182,-0.8542,-0.004902,0.032681,-0.00971,-0.5341,-0.7841,-0.108229,0.02941,-571.14,0.156,-6.426,-0.14979,-0.02413,-0.05692,-3.909,0.02288,0.03159,-1.2172,-5.637,-0.124416,-0.09963,0.006613,-0.3853,-0.03511,-1.5065,-1.438799,0.08376,-0.324938,0.03884,-0.112293,0.1226,-27.2,0.2224,0.10823,-0.19,-0.094219,-0.1431,0.3,-1.02458,0.114,-0.242035,-0.0071123,-0.0075795,-0.2247,0.2925,-8.276,11.0508,0.898,90.068,-3.963,-1,331.4,-364.7604,-0.2,-36.897,-4,0,21.653,4.24,4.092,1,0,0.2,0,-0.187819,1,1,DISTRESS
